PDOid,natural_tair,natural_preci,natural_available_water,natural_shannon_x,natural_shannon_y,natural_simpson,natural_evenness,natural_Shift_area_[km²],natural_Shift_area_[% tot],social_Total_dependency,social_Aging_Index,"financial_Liabilities / Current assets,Buildings Machinery",financial_Liabilities / Total assets,financial_cash flow/ liabilities,financial_Wages €/h unpaid labour,financial_Cost-income ratio,financial_Return on equity,financial_Return on assets,financial_Subsidy % / of net income,financial_Subsidy Dependency (%of Income),legal_Irrigation,legal_Amendment,legal_Nr Varieties,legal_PDO_age,human_labour_total,human_labour_regular,human_labour_sol_holder,human_labour_family,human_labour_regular_non_family,human_labour_non_regular,human_labour_farm_man,human_labour_regular_perc,human_human_resources_2020,human_training_managers_2016,human_route,physical_road_lenght,physical_machinery_per_area,physical_machines_buildings_per_area,social_POP_density,social_POP_density_agr
PDO-BG-A1472,1.0,0.1668113632055706,0.1808210204900582,0.3104924404491029,,,,1.0,0.1832218729106165,0.4558214103788395,0.6951276674747825,0.876558164607686,0.6772140156664082,0.025700456243146,0.1085196533182967,0.3013801622335446,1.0,0.8825942630635989,0.5637811091302294,0.5740843332191272,,0.0,0.0,0.301041014847261,0.3693141645062456,0.3886433185991159,0.4348068350668648,0.1260162601626016,,0.0708748615725359,0.4237970253718285,0.9785012393682428,0.98125,0.0532236864259615,0.2207640888662947,1.0,0.0410737876370898,0.0163541755283772,0.1110077293603799,0.1029649099914583
PDO-BG-A1473,0.8961926567989731,0.21022520562533129,0.2915315370497424,0.20413953174163318,,,,0.8558758314855889,0.3835449119191765,0.4151533674725409,0.629228561830788,0.8765581646076861,0.677214015666408,0.025700456243145996,0.10851965331829669,0.30138016223354464,1.0,0.8825942630635989,0.5637811091302293,0.5740843332191274,,0.0,0.15037593984962394,0.3010410148472609,0.36931416450624555,0.3886433185991159,0.4348068350668649,0.1260162601626016,,0.07087486157253589,0.4237970253718284,0.9785012393682426,0.9812499999999997,0.053223686425961494,0.40472688947006963,0.3607766672596285,0.0410737876370898,0.0163541755283772,0.05811329925834308,0.08219747621842562
PDO-BG-A1474,1.0,0.3332123960790691,0.3089072634965213,0.2486932884217349,0.522182348698946,0.2147821169223287,0.7378586580473037,1.0,0.6421952749233796,0.4028990679283276,0.6257105108570082,0.5987228520287238,0.5988078989965093,0.5152720071447987,0.2542480302947615,0.1140568965659553,0.1645470812375416,0.3691844873112197,0.8059301494524631,0.7799845301246158,,0.0,0.0075187969924812,0.301041014847261,0.6012255479613481,0.6103366201972118,0.5975111441307578,0.1935372743557944,0.2422594142259414,0.2613510520487264,0.5823272090988626,0.913863945986208,0.15,0.0706856221521542,0.8728504110695628,1.0,0.1457284307360551,0.038630846094478,0.0842578838143368,0.077393624855694
PDO-BG-A1477,0.2168899745209359,0.04924326809761385,0.22236060259534332,0.15887326135082974,0.6352310272038628,0.3436030818582287,0.8946377197731343,0.0,0.0,0.3132580135153582,0.5482463635418431,0.7183773386167723,0.351307270335864,0.0055788686469745,0.1644877889156996,0.1124335435413649,0.3948951198209712,0.4367253794550604,0.7079668771121432,0.653499678827034,,0.0,0.0225563909774436,0.301041014847261,0.2317542619215963,0.2438796327779666,0.2299405646359583,0.0507096596389692,0.1878661087866109,0.044296788482835,0.2328958880139982,0.9785089477766192,0.18125,0.1492416401639036,0.8950924138912607,0.49696598056078656,0.0372401021499334,0.014091721818497,0.08316025630456875,0.0432366297416897
PDO-BG-A1487,0.2317060970262388,0.0462443906285921,0.1812857963039395,0.3088947320996854,0.522182348698946,0.2147821169223287,0.7378586580473037,0.0,0.0,0.3657391147883959,0.5931236293341486,0.5987228520287238,0.5988078989965093,0.5152720071447987,0.2542480302947615,0.1140568965659553,0.1645470812375416,0.3691844873112197,0.8059301494524631,0.7799845301246158,,0.0,0.0225563909774436,0.301041014847261,0.6012255479613481,0.6103366201972118,0.5975111441307578,0.1935372743557944,0.2422594142259414,0.2613510520487264,0.5823272090988626,0.913863945986208,0.15,0.0706856221521542,0.3807113684534431,0.5746268509712257,0.1457284307360551,0.038630846094478,0.0303229399813648,0.027984593600665
PDO-BG-A1489,0.4252427675307818,0.09792660380030871,0.27154936164877164,0.15255688779213086,0.6496686878398693,0.4047300103543103,0.9511288217248671,0.2682926829268321,0.010348062070094966,0.4176830077974971,0.6783824101819022,0.5810013583743208,0.4343004280111958,0.5272550770783986,0.6711182564200708,0.1303438035921383,0.1536618746271267,0.3561875921599327,0.7799119158833726,0.7770612831319301,,0.0,0.0827067669172932,0.301041014847261,0.2868253594155079,0.2905474328459707,0.2574294205052005,0.0610445087501722,,0.1284606866002214,0.2691163604549431,0.9101834101530012,0.2125,0.1667446714409039,0.0,0.8042774729863528,0.24108202769896922,0.074643756674619,0.030942004444643265,0.036077066387249
PDO-BG-A1494,0.695764537220508,0.15496342838868424,0.28001284154698913,0.193829154035529,0.6496686878398693,0.4047300103543103,0.9511288217248673,0.5,0.12322517614820883,0.3836304119954493,0.5987368709759623,0.5810013583743209,0.4343004280111958,0.5272550770783986,0.6711182564200708,0.1303438035921383,0.1536618746271267,0.3561875921599327,0.7799119158833728,0.7770612831319301,,0.0,0.1052631578947368,0.3010410148472609,0.2868253594155079,0.2905474328459707,0.2574294205052005,0.0610445087501722,,0.1284606866002214,0.2691163604549431,0.9101834101530012,0.2125,0.1667446714409039,0.27296168294196255,0.6001621945835433,0.24108202769896916,0.07464375667461899,0.08833883434656241,0.082144576008731
PDO-CY-A1622,0.3410405477177138,0.028202580453069306,0.03236756406813402,0.4412607126667344,0.5384381186254645,0.1674773649890479,0.6903001145160033,0.0,0.0,0.21047063439910443,0.2965323664155738,0.9011977728496825,0.9219206890599844,0.4553566574767987,0.20669823929640657,0.44144244386042847,0.36205012256360364,0.4125141890977693,0.769323232182943,0.7754288448378333,1.0,1.0,0.007518796992481201,0.3264690824278969,0.14675151229476,0.14569874192451543,0.137630014858841,0.040030315557392795,0.08263598326359832,0.08416389811738642,0.13875765529308828,0.8754411521002347,0.6875000000000001,0.21936147002139808,0.8487130438088893,0.027491324174625794,0.2922786683464008,0.1379200333324411,0.264091350321955,0.02967258940092654
PDO-CY-A1623,0.25662973696529295,0.046539762108487925,0.0700404608450397,0.542674305798716,0.5384381186254646,0.1674773649890479,0.6903001145160034,0.0,0.0,0.049251772118666326,0.10647334504979405,0.9011977728496824,0.9219206890599844,0.4553566574767988,0.2066982392964066,0.4414424438604284,0.3620501225636036,0.4125141890977693,0.769323232182943,0.7754288448378333,1.0,0.0,0.1353383458646616,0.3264690824278969,0.14675151229476,0.1456987419245154,0.137630014858841,0.0400303155573928,0.0826359832635983,0.0841638981173864,0.1387576552930883,0.8754411521002344,0.6875000000000001,0.2193614700213981,0.7882326352076474,0.10778810347134099,0.2922786683464007,0.1379200333324411,0.28939663349554934,0.014778141730584426
PDO-CY-A1624,0.28393020519666196,0.04863289811682514,0.07655789148178013,0.5871709649906998,0.5384381186254646,0.1674773649890479,0.6903001145160034,0.0,0.0,0.0,0.0,0.9011977728496824,0.9219206890599844,0.4553566574767988,0.2066982392964066,0.44144244386042847,0.3620501225636035,0.4125141890977693,0.769323232182943,0.7754288448378333,1.0,0.0,0.1428571428571428,0.3264690824278969,0.14675151229476,0.1456987419245154,0.137630014858841,0.0400303155573928,0.0826359832635983,0.0841638981173864,0.1387576552930883,0.8754411521002344,0.6875000000000001,0.21936147002139808,0.7651307959772584,0.11590106702969337,0.2922786683464007,0.1379200333324411,0.33386311874297636,0.017836607708935134
PDO-CY-A1625,0.47686670581551704,0.054053589086206076,0.07258160297079362,0.4208699837679377,0.5384381186254646,0.1674773649890479,0.6903001145160034,0.0,0.0,0.0594570695423937,0.0,0.9011977728496824,0.9219206890599844,0.4553566574767988,0.2066982392964066,0.4414424438604284,0.3620501225636036,0.4125141890977693,0.769323232182943,0.7754288448378333,1.0,0.0,0.1578947368421052,0.3264690824278969,0.14675151229476,0.1456987419245154,0.137630014858841,0.0400303155573928,0.0826359832635983,0.0841638981173864,0.1387576552930883,0.8754411521002344,0.6875000000000001,0.2193614700213981,0.5065568324295309,0.06939926436757207,0.2922786683464007,0.1379200333324411,0.29850861817739915,0.0173537225554913
PDO-CY-A1626,0.37794980734505135,0.18843814150506322,0.07366934758821841,0.38161674102717513,0.5384381186254646,0.1674773649890479,0.6903001145160034,0.0,0.0,0.051255545049585495,0.3732559657591772,0.9011977728496824,0.9219206890599844,0.4553566574767988,0.2066982392964066,0.44144244386042836,0.36205012256360364,0.4125141890977693,0.769323232182943,0.7754288448378333,1.0,0.0,0.1578947368421052,0.3264690824278969,0.14675151229476,0.1456987419245154,0.137630014858841,0.0400303155573928,0.08263598326359832,0.0841638981173864,0.13875765529308828,0.8754411521002344,0.6875000000000001,0.21936147002139814,0.4407846504074131,0.08077546851764597,0.2922786683464007,0.1379200333324411,0.3615635521757998,0.013657809599586969
PDO-CY-A1627,0.4871607125055467,0.03826879868272822,0.07318038885978617,0.2873723008006113,0.5384381186254646,0.1674773649890479,0.6903001145160034,0.0,0.0,0.17110902699329242,0.2620982383500735,0.9011977728496824,0.9219206890599844,0.4553566574767988,0.2066982392964066,0.4414424438604284,0.3620501225636036,0.4125141890977693,0.769323232182943,0.7754288448378333,,0.0,0.1278195488721804,0.3264690824278969,0.14675151229476,0.1456987419245154,0.137630014858841,0.0400303155573928,0.0826359832635983,0.0841638981173864,0.1387576552930883,0.8754411521002344,0.6875000000000001,0.2193614700213981,0.7359229830687898,0.023323116500619925,0.2922786683464007,0.1379200333324411,0.2859632094048765,0.06472295937725392
PDO-CY-A1628,0.3090976421832001,0.037253884828107625,0.05562801788565426,0.4162418929322247,0.5384381186254645,0.16747736498904786,0.6903001145160031,0.0,0.0,0.2735190615679055,0.276176270619872,0.901197772849682,0.9219206890599844,0.45535665747679877,0.20669823929640663,0.44144244386042836,0.36205012256360364,0.41251418909776943,0.769323232182943,0.7754288448378333,1.0,0.0,0.16541353383458637,0.3264690824278969,0.14675151229476,0.14569874192451543,0.137630014858841,0.040030315557392795,0.08263598326359832,0.08416389811738641,0.13875765529308828,0.8754411521002343,0.6875000000000001,0.21936147002139805,0.7856742180809945,0.05363872587206158,0.29227866834640076,0.1379200333324411,0.29872861063477046,0.02519769939756328
PDO-CZ-A0888,0.12156434476517713,0.025834459614677074,0.2712109233044232,0.1786516315197419,0.8399462056266096,0.6275263355830406,0.8460318830625425,0.04985652797704282,0.058197110441540925,0.45405159152541547,0.7323460186575349,0.8888277983855897,0.7136960272863913,0.4673397274103986,0.23824961479434978,0.16697183274781804,0.2786204124613189,0.37698680198171164,0.8851467517219096,0.8505371807191476,,0.0,0.35338345864661647,0.326469082427897,0.08826879797405644,0.09163676686272813,0.033925838859195784,0.007944979525686905,0.2245583449558345,0.03492861632396511,0.0370876434563326,0.9169019366602782,0.619669117647059,0.8499249830548059,0.6693146755662129,0.09964200776387928,0.7144660461895915,0.41720509983932086,0.26718554310171194,0.21055576375075913
PDO-CZ-A0890,0.11710137587152333,0.022747591177572923,0.26161651723007245,0.11919298171717861,0.927532547265472,0.9498112522043253,0.9065259938660215,0.00020846362309776925,0.00039792774914805133,0.4358129578074657,0.677929342154718,0.8888277983855897,0.7136960272863911,0.46733972741039853,0.23824961479434972,0.1669718327478181,0.27862041246131897,0.37698680198171153,0.8851467517219096,0.8505371807191473,,0.0,0.5037593984962409,0.32646908242789696,0.1658975097579858,0.1724688096670415,0.06152766665396679,0.015895645701350464,0.3075206522905269,0.04528589412310339,0.0668715555854663,0.9566825828944031,0.7878739316239314,0.7660019844612501,0.7902845935527638,0.07444948906267006,0.714466046189591,0.41720509983932086,0.20795958947479282,0.12825496989717422
PDO-CZ-A0892,0.07546375013005874,0.012998741681940944,0.2507577584529257,0.0923410097090602,,,,0.0,0.0,0.4624710031446185,0.7494071279835618,0.8888277983855896,0.7136960272863914,0.4673397274103986,0.23824961479434975,0.16697183274781804,0.2786204124613189,0.3769868019817116,0.8851467517219095,0.8505371807191474,,0.0,0.5037593984962407,0.3264690824278969,0.1998585906198444,0.2077524651479088,0.07280832095096579,0.0194984153231362,0.3707112970711297,0.05481727574750828,0.07909011373578301,0.956279544707091,0.8812499999999996,0.7770068990286036,0.7234188830386588,0.07378097105200762,0.7144660461895914,0.4172050998393208,0.1307445407327598,0.07082319059330641
PDO-CZ-A0894,0.15309562081609426,0.03555161247800761,0.2689038794051614,0.26718853706849205,,,,0.08780487804878054,0.07927695414110336,0.46826676890420965,0.7494299848516376,0.8888277983855892,0.7136960272863916,0.4673397274103988,0.23824961479434964,0.16697183274781816,0.2786204124613188,0.37698680198171164,0.8851467517219095,0.8505371807191475,,0.0,0.2781954887218045,0.3264690824278969,0.059048890983842646,0.05898787260568964,0.025130014858840966,0.005893160626521425,0.2763598326359832,0.0420819490586932,0.0281714785651793,0.8832659785647635,0.43812500000000015,0.8280890732592068,0.5507149748388863,0.09410159682101583,0.7144660461895914,0.41720509983932064,0.25665683178633214,0.20556344310943608
PDO-CZ-A0895,0.09794482932234146,0.0185069376392775,0.2728656275070745,0.11119783887030095,0.8399462056266095,0.6275263355830406,0.8460318830625425,0.020435069215553953,0.04267824015653195,0.44595107478954576,0.7196370541788428,0.8888277983855893,0.7136960272863915,0.4673397274103987,0.23824961479434972,0.16697183274781816,0.27862041246131886,0.3769868019817116,0.8851467517219096,0.8505371807191475,,0.0,0.5037593984962404,0.3264690824278969,0.11129725058549003,0.11815000566700659,0.04108882284959541,0.009615237395311739,0.22333251292148656,0.03472551811422238,0.04412759215908816,0.9441081541458901,0.7619932432432431,0.8666845017024958,0.7629584668509203,0.10656233787939783,0.7144660461895914,0.4172050998393207,0.27819600949639584,0.21667169916200024
PDO-CZ-A0896,0.10314849666854141,0.018698262922872442,0.25446818154850864,0.16067443141458537,,,,0.0,0.0,0.436854041478365,0.7224750893149693,0.8888277983855897,0.7136960272863911,0.46733972741039853,0.23824961479434975,0.16697183274781802,0.27862041246131886,0.37698680198171164,0.8851467517219097,0.8505371807191477,,0.0,0.5037593984962409,0.3264690824278971,0.19985859061984435,0.2077524651479088,0.07280832095096579,0.019498415323136193,0.3707112970711296,0.05481727574750829,0.07909011373578302,0.9562795447070911,0.88125,0.7770068990286038,0.8715588078786375,0.0747979037792766,0.7144660461895915,0.41720509983932086,0.23296232981096548,0.13193977094261955
PDO-CZ-A0897,0.09570963341696612,0.01826915852102332,0.24712365311143197,0.24123058661488309,,,,0.0,0.0,0.48272685862674286,0.7196729539575589,0.8888277983855892,0.7136960272863916,0.4673397274103988,0.23824961479434964,0.16697183274781816,0.2786204124613188,0.37698680198171164,0.8851467517219095,0.8505371807191475,,0.0,0.49624060150375926,0.3264690824278969,0.1998585906198444,0.2077524651479088,0.07280832095096582,0.0194984153231362,0.3707112970711298,0.05481727574750829,0.07909011373578297,0.956279544707091,0.8812500000000002,0.7770068990286032,0.870623328408904,0.09496555901426464,0.7144660461895914,0.41720509983932064,0.11329117375025641,0.06895311919258096
PDO-CZ-A0899,0.09913806223597776,0.018493658978074156,0.2553350042701404,0.1314263045562963,0.9275325472654717,0.949811252204325,0.9065259938660215,7.86782061369e-05,0.00015018563435587742,0.4486392397995888,0.7123830015001609,0.8888277983855896,0.7136960272863914,0.4673397274103986,0.23824961479434975,0.16697183274781807,0.2786204124613189,0.37698680198171164,0.8851467517219094,0.8505371807191475,,0.0,0.5037593984962407,0.3264690824278969,0.1873783258447183,0.19478617104123017,0.06866282413842685,0.018174443362804243,0.3474895397489539,0.05131461436787766,0.07459994919989837,0.956427656108863,0.8469354838709676,0.7729627330555924,0.797029455104805,0.07574015436226042,0.7144660461895914,0.4172050998393208,0.18092508165474785,0.10586003811416456
PDO-CZ-A1086,0.07894132383952636,0.012073193731160387,0.2519959937637357,0.127355604789974,,,,0.0,0.0,0.495183704955478,0.7919113875298959,0.8888277983855893,0.7136960272863911,0.46733972741039886,0.2382496147943496,0.16697183274781807,0.2786204124613188,0.3769868019817116,0.8851467517219095,0.8505371807191474,,0.0,0.0150375939849624,0.20518800841913637,0.19985859061984443,0.2077524651479088,0.0728083209509658,0.019498415323136193,0.37071129707112965,0.0548172757475083,0.07909011373578297,0.9562795447070911,0.8812500000000001,0.7770068990286032,0.65295843161786,0.13822380790099154,0.7144660461895911,0.4172050998393207,0.15436144478864075,0.08509857438236944
PDO-CZ-A1089,0.1550235781757751,0.0054677186579179,0.2706177954365822,0.0486742732654931,,,,0.0,0.0,0.5613904264777583,0.7201230228470984,0.8888277983855896,0.7136960272863914,0.4673397274103987,0.2382496147943497,0.1669718327478181,0.2786204124613189,0.3769868019817116,0.8851467517219096,0.8505371807191475,,0.0,0.0601503759398496,0.2051880084191364,0.1998585906198444,0.2077524651479088,0.0728083209509658,0.0194984153231362,0.3707112970711297,0.0548172757475083,0.079090113735783,0.9562795447070912,0.88125,0.7770068990286034,0.5276418536641387,0.2160860832962754,0.7144660461895913,0.4172050998393208,0.0171894455917198,0.038541971620066
PDO-CZ-A1321,0.0592477972017987,0.0064089057304872,0.2439218159581337,0.3797270779419734,,,,0.0,0.0,0.4888561381735443,0.8227655143434629,0.8888277983855896,0.7136960272863914,0.4673397274103987,0.2382496147943497,0.1669718327478181,0.2786204124613189,0.3769868019817116,0.8851467517219096,0.8505371807191475,,0.0,0.4060150375939849,0.2051311223619091,0.1998585906198444,0.2077524651479088,0.0728083209509658,0.0194984153231362,0.3707112970711297,0.0548172757475083,0.079090113735783,0.9562795447070912,0.88125,0.7770068990286034,0.8620562019674648,0.1331441458167278,0.7144660461895913,0.4172050998393208,0.1067855325491404,0.0509955308264788
PDO-DE-02081,0.1974715920453276,0.0130676525206854,0.2967930139839441,0.4487625118847405,0.4374086047589462,0.0898925067460225,0.3791471533986152,0.0,0.0,0.2500949266376217,0.4360755432811636,0.7992413064862742,0.7039656126767673,0.5871704267463985,0.3418729301304807,0.2729888166387244,0.3783544504345753,0.417065768435726,0.8504714199085448,0.9569733870091972,,1.0,0.0,0.0601285624893338,0.0594705004320842,0.0587385243114586,0.0651931649331352,0.012746313903817,0.0332635983263598,0.0359911406423034,0.0617672790901137,0.8673058560249085,0.95,0.5599768797360515,0.5990911396111815,0.2114065096867886,0.4543583604250605,0.2477979846733617,0.5299473083299755,0.382132086942717
PDO-DE-02082,0.197471576765859,0.0130676525206854,0.2967930139839441,0.4487625118847405,0.4374086047589462,0.0898925067460225,0.3791471533986152,0.0,0.0,0.2500949266376217,0.4360755432811636,0.7992413064862742,0.7039656126767673,0.5871704267463985,0.3418729301304807,0.2729888166387244,0.3783544504345753,0.417065768435726,0.8504714199085448,0.9569733870091972,,1.0,0.0,0.0601285624893338,0.0594705004320842,0.0587385243114586,0.0651931649331352,0.012746313903817,0.0332635983263598,0.0359911406423034,0.0617672790901137,0.8673058560249085,0.95,0.5599768797360515,0.5990911396111815,0.2114065096867886,0.4543583604250605,0.2477979846733617,0.5299473083299755,0.382132086942717
PDO-DE-02083,0.20168932890960514,0.0362462071828533,0.29992337112445877,0.259661530654835,0.4374086047589462,0.0898925067460225,0.3791471533986152,0.0,0.0,0.28923919563994893,0.5146968763404018,0.7992413064862742,0.7039656126767673,0.5871704267463985,0.3418729301304807,0.2729888166387244,0.3783544504345753,0.417065768435726,0.8504714199085448,0.9569733870091972,,1.0,0.0,0.0601285624893338,0.0594705004320842,0.0587385243114586,0.0651931649331352,0.012746313903817,0.0332635983263598,0.0359911406423034,0.0617672790901137,0.8673058560249085,0.95,0.5599768797360515,0.6049022309133132,0.27017216237498215,0.4543583604250605,0.2477979846733617,0.3461809996170158,0.24120575747051584
PDO-DE-02363,0.2045112252021558,0.0477246636714995,0.2604679696299613,0.5524837056278803,0.7847911004170331,0.4236700311333252,0.6792309567489433,0.0,0.0,0.3634812286689419,0.7422057735644111,0.7992413064862742,0.7039656126767673,0.5871704267463985,0.3418729301304807,0.2729888166387244,0.3783544504345753,0.417065768435726,0.8504714199085448,0.9569733870091972,,0.0,0.0,0.0601285624893338,0.0594705004320842,0.0587385243114586,0.0651931649331352,0.012746313903817,0.0332635983263598,0.0359911406423034,0.0617672790901137,0.8673058560249085,0.95,0.5599768797360515,0.628098346287471,0.2204845716915517,0.4543583604250605,0.2477979846733617,0.1875442262325998,0.1356876697812088
PDO-DE-02403,0.1431671536701869,0.0545575331668581,0.264449268144712,0.1374880963760588,0.7018052512599391,0.3089617850852867,0.6049531088103568,0.0,0.0,0.4554173046512605,0.4655028585821534,0.7017451884783428,0.5381835587239434,0.6111365666135984,0.2310178039626355,0.1889502552575773,0.2712241375785478,0.2456715330547009,0.8912724586937069,0.9617957769602556,,0.0,0.0150375939849624,0.0196256897434438,0.0853169926938487,0.0797347840870452,0.0871099554234769,0.0198429102935097,0.0384937238493723,,0.084339457567804,0.7750477289185467,1.0,0.5375071886023265,0.4446666111549019,0.9436313923065208,0.6438359034461214,0.4086452263992197,1.0,1.0
PDO-DE-A0867,0.26021336169584525,0.020569866873630386,0.3058670032213893,0.17412588678924654,0.45726243191185206,0.0893384545579191,0.49465982822990295,0.5087108013936901,0.8591226879088122,0.3345028943316772,0.5338123483028647,0.7992413064862741,0.7039656126767673,0.5871704267463985,0.34187293013048065,0.2729888166387244,0.3783544504345753,0.41706576843572607,0.8504714199085449,0.9569733870091974,,0.0,0.2932330827067669,1.0,0.05947050043208419,0.0587385243114586,0.0651931649331352,0.012746313903817,0.0332635983263598,0.0359911406423034,0.0617672790901137,0.8673058560249086,0.9500000000000001,0.5599768797360515,0.8033383660791804,0.19658666699177899,0.4543583604250605,0.24779798467336173,0.29893943286522545,0.7176405612039739
PDO-DE-A1264,0.24569079154259682,0.10963896564841925,0.40659400335133067,0.18311196057273657,0.6328533327173194,0.24234906344071433,0.5709355267317907,0.2559447398985269,0.27148950328539184,0.34051265297308064,0.6403419504125091,0.7160162888353789,0.698808461750755,0.5931469453348357,0.1925067018287697,0.23763139434815908,0.17055646968115265,0.2520112221430602,0.830608575404982,0.8765537714748218,,1.0,0.39849624060150374,1.0,0.11923437315104077,0.10861755715367985,0.10702648150837717,0.03078904371304447,0.05398905212822849,0.1321201675284556,0.10236483597445051,0.7128234238053461,1.0,0.5064021511221777,0.7490378496978285,0.2830523495991632,0.33214706833969065,0.1983544353186408,0.4253080239429698,0.4102912919510769
PDO-DE-A1267,0.13569385292035002,0.04454363681291887,0.28412766630047587,0.15606229319168793,0.7018052512599392,0.30896178508528666,0.6049531088103568,0.022635550096507855,0.02106995791790179,0.36987004487979824,0.6398662964693249,0.7019541731078665,0.5405212769347134,0.6109641483411724,0.23045214685853163,0.18967111631900618,0.26976504915972654,0.24576073284434244,0.8904030797500077,0.9606103310803689,,0.0,0.7518796992481204,1.0,0.08598617217468071,0.08143243990322868,0.08900739735106411,0.020532891586689292,0.038439541254025995,0.02588593576965665,0.08592559023647221,0.7956262881435681,1.0,0.5438972752581015,0.5043469880946939,0.18532706037316282,0.6393684288616696,0.405630168913575,0.27974138838634066,0.22472134958622492
PDO-DE-A1268,0.2361158055580571,0.1026246013880547,0.31977359447573483,0.17309221511219974,0.519281439615118,0.1286011542956713,0.5628232617656648,0.03794037940379211,0.026378503150335915,0.3468227761635196,0.6150446318207478,0.673887999968227,0.5562555346944706,0.0,0.224340412803525,0.1015745888632738,0.1660445684682042,0.2261173471802857,0.7866958050211167,0.554780337348251,,0.0,0.9473684210526316,1.0,0.0782465236860711,0.0665589935396123,0.061292719167904894,0.0137797988149373,0.0535564853556485,0.11738648947951272,0.0591426071741032,0.630078542455587,1.0,0.5808462988715396,0.7558201497995246,0.2475382491672503,0.1058357529422062,0.060293785081890795,0.7781256025561308,0.7140321271889107
PDO-DE-A1269,0.2735105174950177,0.07744409388520974,0.2917318235435908,0.16323439048840765,0.3903506775261116,0.06469077496626237,0.4341915852376331,0.27814258911820544,0.5776775473166178,0.2620167598855019,0.4752529460099133,0.7909695718346406,0.6957564704809136,0.5535585035773827,0.33981941423244,0.2628698681007759,0.36710335173211645,0.4093447669742496,0.8535398345033861,0.9469931950253776,,0.0,0.43609022556390964,1.0,0.07343618750642081,0.06597867025867697,0.07018659275345754,0.013718849704794294,0.04250482780817504,0.08718800579265694,0.06659600242277403,0.7859732548398164,0.9596153846153845,0.6009740118634028,0.7061789317582797,0.11571795745489388,0.4386944755988274,0.2390595366623942,0.3640639321432474,0.516914681576093
PDO-DE-A1270,0.22303576623253382,0.04594162723195344,0.3105626005727382,0.3291961623680837,0.4374086047589462,0.08989250674602252,0.37914715339861527,0.21932742054693183,0.4917418082005448,0.33341646301418676,0.5631537725447481,0.7983050110618602,0.7029943693245547,0.5827615471785501,0.34087943055300557,0.2718364046565766,0.3768712803617494,0.4152855033600995,0.8493717251429739,0.9526772348435922,,0.0,0.4962406015037593,1.0,0.052961264780732126,0.05240500036062761,0.05985467603223911,0.01198163946200318,0.025860593381513853,0.03136850229873483,0.056989845966223855,0.8710840139071379,0.9863636363636363,0.6357567084935337,0.7551288467793649,0.0929718041170371,0.45159981935677684,0.24623625857249637,0.22334324003739847,0.2561201355628705
PDO-DE-A1271,0.15437806806221543,0.02940233984534304,0.269145211091914,0.412806701684235,0.7847911004170334,0.4236700311333252,0.6792309567489435,0.06459394264272374,0.13961056298840474,0.34459897886305324,0.5879837019403904,0.7992413064862743,0.7039656126767673,0.5871704267463985,0.34187293013048065,0.2729888166387243,0.37835445043457544,0.41706576843572607,0.8504714199085448,0.9569733870091975,,0.0,0.548872180451128,1.0,0.08410577559764452,0.07167424550967556,0.07415745472952008,0.014527087904516567,0.04959538369580206,0.1252175288720139,0.07039696960956798,0.737863953944627,0.9631868131868132,0.6088376231857681,0.6805542108871696,0.06241131155908659,0.45435836042506056,0.24779798467336175,0.2548657400348964,0.19831006923152894
PDO-DE-A1272,0.16512919957884933,0.04784150495508969,0.27823576906824365,0.18562946384310405,0.8385881657052627,0.5095287719592623,0.6883666663995827,0.055526725480020224,0.13087222224553047,0.3559798162685923,0.5999755875690608,0.7992413064862741,0.7039656126767674,0.5871704267463985,0.34187293013048065,0.2729888166387243,0.3783544504345753,0.41706576843572607,0.8504714199085448,0.9569733870091975,,0.0,0.6390977443609023,1.0,0.15287925210150052,0.1077864671880312,0.09918276374442789,0.019498415323136196,0.09518828451882841,0.37430786267995575,0.09448818897637788,0.3765053106371743,1.0,0.7452405319828931,0.8443291867384138,0.08885481400177107,0.45435836042506056,0.24779798467336173,0.3268527129648115,0.25590463521641876
PDO-DE-A1273,0.31741406252923915,0.07903031393624328,0.27704131477882676,0.19491027153846321,0.1720444635414857,0.022898817578060802,0.17096634206873668,0.5742793791574318,0.42331932315381343,0.3173610601297152,0.575022483030527,0.673887999968227,0.5562555346944705,0.0,0.22434041280352499,0.1015745888632738,0.16604456846820417,0.22611734718028573,0.7866958050211167,0.5547803373482509,,0.0,0.9473684210526317,1.0,0.07681814610874231,0.06658217674878665,0.062390247197082256,0.014105503150563088,0.051407379231646975,0.1071680257726769,0.06012884753042231,0.6637077658687155,0.9931818181818183,0.5752597586944532,0.9195601237958797,0.36607341771898433,0.10583575294220621,0.06029378508189079,0.572541534295845,0.6813861753978634
PDO-DE-A1274,0.0960031705345479,0.01985098162980536,0.25716929155344015,0.3370084710365764,0.8603864280164776,0.6114429684929573,0.6851636564885275,0.0,0.0,0.4090023944375033,0.6902491909021572,0.799241306486274,0.7039656126767673,0.5871704267463984,0.34187293013048065,0.27298881663872426,0.3783544504345753,0.4170657684357261,0.8504714199085449,0.9569733870091977,,0.0,0.6992481203007519,1.0,0.14665200199020612,0.10451660432959302,0.09691679049034171,0.019048275228514915,0.09105997210599716,0.35175341454411224,0.09230679498396029,0.4092253469963566,0.9966666666666667,0.7328896218331037,0.8187610612878433,0.08185024786601244,0.45435836042506056,0.24779798467336173,0.36513516839841736,0.19849559200194017
