PDOid,natural_tair,natural_preci,natural_available_water,natural_shannon_x,natural_shannon_y,natural_simpson,natural_evenness,natural_Shift_area_[km²],natural_Shift_area_[% tot],social_Total_dependency,social_Aging_Index,"financial_Liabilities / Current assets,Buildings Machinery",financial_Liabilities / Total assets,financial_cash flow/ liabilities,financial_Wages €/h unpaid labour,financial_Cost-income ratio,financial_Return on equity,financial_Return on assets,financial_Subsidy % / of net income,financial_Subsidy Dependency (%of Income),legal_Irrigation,legal_Amendment,legal_Nr Varieties,legal_PDO_age,human_labour_total,human_labour_regular,human_labour_sol_holder,human_labour_family,human_labour_regular_non_family,human_labour_non_regular,human_labour_farm_man,human_labour_regular_perc,human_human_resources_2020,human_training_managers_2016,human_route,physical_road_lenght,physical_machinery_per_area,physical_machines_buildings_per_area,social_POP_density,social_POP_density_agr
PDO-AT-A0219,0.05137331047044259,0.017959785932693102,0.26126004851988105,0.13799099523046715,0.7842224438649824,0.44202726685862587,0.7493378935704162,0.0,0.0,0.3715704884844297,0.568508558943499,0.8457510343962158,0.5469594340628527,0.44337358754319883,0.16248995505460204,0.17647713506315935,0.2443836928650668,0.1452365576404243,0.8211228709405874,0.8208172162765015,,0.0,0.25563909774436083,0.518800841913647,0.047057899285096995,0.04836790207412439,,0.029626567452115202,0.0303347280334728,0.0160575858250276,,0.9367647981847758,0.9250000000000002,0.4322929894361934,0.792942000455554,0.2445063868521686,0.4927096680725389,0.34932727797055163,0.09388271832895521,0.05813869875727768
PDO-AT-A0221,0.2017689889019771,0.04699812234842342,0.34311572187743145,0.14865103994166895,0.6469730049086317,0.1953287180468992,0.6094581653894907,0.2270889201038599,0.23734791675455946,0.3634962978610173,0.6450081141607427,0.8457510343962156,0.5469594340628526,0.44337358754319883,0.16248995505460195,0.17647713506315935,0.2443836928650668,0.1452365576404243,0.8211228709405871,0.8208172162765014,,1.0,0.255639097744361,0.4718129586438363,0.25634378191531143,0.26929615776946625,,0.1918836984980019,0.08138075313807532,0.0520487264673311,,0.9753873298159546,1.0,0.7355961794326578,0.7005517931418832,0.23632225039583607,0.492709668072539,0.3493272779705516,0.1806797185958994,0.17638235314999356
PDO-AT-A0223,0.20906260326251191,0.07715110710305395,0.4364802441711044,0.2463928826080452,,,,0.29485466087537776,0.3227941399044919,0.3930161040482068,0.7210712438438268,0.8457510343962157,0.5469594340628526,0.4433735875431989,0.16248995505460198,0.17647713506315935,0.24438369286506675,0.14523655764042426,0.8211228709405874,0.8208172162765011,,1.0,0.25563909774436094,0.36481028499914675,0.18988137324220275,0.20248214892893573,,0.15116439299986226,0.040794979079497896,0.0188261351052048,,1.0,0.9375,0.6395517518894439,0.2501850528113836,0.08941103831530935,0.492709668072539,0.3493272779705515,0.20252999391151844,0.1755843576340597
PDO-AT-A0224,0.743685000554563,0.3230166452819308,0.6752863112651469,0.06362482824965833,,,,0.8243492518958734,0.8210732774042578,0.3968657079126551,0.7300302396605673,0.8457510343962157,0.5469594340628527,0.4433735875431989,0.16248995505460206,0.17647713506315937,0.2443836928650668,0.1452365576404242,0.8211228709405873,0.8208172162765007,,1.0,0.24060150375939834,0.36481028499914664,0.05734935972975091,0.0612886773206392,,0.04664461898856269,0.010460251046025095,0.0044296788482834,,1.0,0.9375,0.5586761979014304,0.1237126557216262,0.13508879865248066,0.49270966807253885,0.3493272779705515,0.17347870742372884,0.2494956614430184
PDO-AT-A0225,0.5089938742135334,0.16759357060292385,0.48733303279984624,0.20195157940171365,0.7522985336483976,0.503774409608383,0.7398885365195033,0.5115152545253661,0.5211387667369192,0.37487779427444595,0.6277957369872327,0.8457510343962157,0.5469594340628527,0.4433735875431988,0.16248995505460198,0.17647713506315937,0.24438369286506686,0.14523655764042434,0.8211228709405872,0.8208172162765014,,1.0,0.25563909774436094,0.4718129586438364,0.16866996621887026,0.175960557633458,,0.12725644205594602,0.047907949790794886,0.042635658914728605,,0.9627743104465164,0.8624999999999998,0.5015678322598731,0.6068785644389664,0.28946589965241765,0.49270966807253896,0.3493272779705516,0.15323594208860208,0.19095154139517045
PDO-AT-A0226,0.28212174334942225,0.07171459426713118,0.4229010405478538,0.2702219695728942,0.7522985336483978,0.5037744096083829,0.7398885365195033,0.2765538945712025,0.2904750249706401,0.39238570792462707,0.6654596644195319,0.8457510343962157,0.5469594340628527,0.4433735875431989,0.16248995505460204,0.17647713506315937,0.24438369286506678,0.14523655764042423,0.8211228709405874,0.820817216276501,,0.0,0.25563909774436094,0.5188008419136468,0.1686699662188703,0.17596055763345805,,0.12725644205594605,0.0479079497907949,0.04263565891472861,,0.9627743104465163,0.8625000000000002,0.5015678322598732,0.5739312710919954,0.24689901536245962,0.49270966807253896,0.3493272779705515,0.1608452349566974,0.1536790062747023
PDO-AT-A0228,0.17577157193251863,0.06110870606909579,0.4456021765097147,0.3490479811598308,0.7522985336483977,0.5037744096083829,0.7398885365195033,0.007760532150775645,0.003360591160161927,0.42004871850953784,0.6878966977929846,0.8457510343962157,0.5469594340628526,0.4433735875431989,0.16248995505460198,0.17647713506315943,0.24438369286506678,0.14523655764042429,0.8211228709405876,0.8208172162765014,,0.0,0.2556390977443608,0.518800841913647,0.16866996621887026,0.175960557633458,,0.12725644205594602,0.04790794979079491,0.04263565891472861,,0.9627743104465164,0.8625,0.5015678322598732,0.7673105896917753,0.12494400224409338,0.49270966807253896,0.34932727797055146,0.22950847958029785,0.20294323698726585
PDO-AT-A0229,0.28780696571801045,0.05504714710850634,0.38210880040734224,0.1430324475415015,0.6469730049086316,0.1953287180468992,0.6094581653894907,0.312382739212006,0.361546348347577,0.363304311607381,0.649221939298921,0.8457510343962157,0.5469594340628526,0.4433735875431988,0.16248995505460198,0.17647713506315937,0.24438369286506684,0.1452365576404243,0.8211228709405872,0.8208172162765014,,1.0,0.15037593984962402,0.518800841913647,0.25634378191531143,0.2692961577694662,,0.1918836984980019,0.0813807531380753,0.0520487264673311,,0.9753873298159546,1.0,0.7355961794326578,0.7666201084077588,0.22964461756469448,0.49270966807253896,0.3493272779705516,0.2981195595580994,0.3411380603641923
PDO-AT-A0230,0.9197486039226458,0.3467281051831972,0.6379425061136893,0.07317024869136524,,,,0.7800507037328471,0.873804126792518,0.4020688737852869,0.7214284306458167,0.8457510343962157,0.5469594340628526,0.4433735875431988,0.16248995505460195,0.17647713506315935,0.24438369286506684,0.14523655764042434,0.8211228709405871,0.8208172162765014,,1.0,0.25563909774436094,0.4718129586438363,0.07824652368607111,0.08313498809928589,,0.05987322585090251,0.024058577405857703,0.0099667774086378,,0.9962676120335537,0.9625000000000002,0.4145378768751927,0.5905848948802604,0.09141223197042653,0.49270966807253896,0.3493272779705516,0.17223259897830945,0.37149877617089067
PDO-AT-A0231,0.6467728906412616,0.2780838377731061,0.7138307322940903,0.08346515370416917,,,,0.5742574257425729,0.7254337707262812,0.3895849249109883,0.7542985047186249,0.8457510343962157,0.5469594340628527,0.4433735875431988,0.16248995505460198,0.17647713506315935,0.2443836928650668,0.1452365576404243,0.8211228709405872,0.820817216276501,,1.0,0.25563909774436094,0.4718129586438364,0.0223112577578757,0.023376402584155007,,0.016260162601626,0.009414225941422499,0.0044296788482833995,,0.9716736936205194,0.9187500000000001,0.3987823711060553,0.6740130303085745,0.06697392220396754,0.4927096680725389,0.3493272779705516,0.3440076994027948,0.5316800308150829
PDO-AT-A0233,0.13246492060202317,0.02743048859867033,0.28963507306179687,0.08724312049694315,0.6469730049086313,0.1953287180468992,0.6094581653894907,0.0,0.0,0.3963061873362457,0.6774149324386795,0.8457510343962157,0.5469594340628526,0.4433735875431989,0.16248995505460198,0.17647713506315946,0.24438369286506678,0.14523655764042429,0.8211228709405876,0.8208172162765015,,1.0,0.2556390977443608,0.25473576426417893,0.25634378191531143,0.2692961577694663,,0.19188369849800185,0.08138075313807529,0.052048726467331094,,0.9753873298159548,1.0,0.7355961794326579,0.915727251879424,0.311205725923241,0.49270966807253896,0.34932727797055146,0.2052643350481579,0.20743723413820514
PDO-AT-A0234,0.4048797690025343,0.07939720633310285,0.44732118333558873,0.23133065145045786,0.7522985336483976,0.503774409608383,0.7398885365195033,0.3807864609258318,0.37221477980556894,0.3996793509141859,0.648462283817982,0.8457510343962157,0.5469594340628526,0.4433735875431988,0.162489955054602,0.17647713506315937,0.24438369286506684,0.1452365576404243,0.8211228709405872,0.8208172162765014,,0.0,0.25563909774436094,0.518800841913647,0.16866996621887026,0.175960557633458,,0.127256442055946,0.04790794979079489,0.042635658914728605,,0.9627743104465164,0.8624999999999999,0.5015678322598732,0.606737676122501,0.3433334721627252,0.49270966807253896,0.3493272779705516,0.24255232101208815,0.26707973518126293
PDO-AT-A0235,0.2794782264394749,0.0697364555528797,0.2816333845739907,0.0466395028406787,0.7892586636764124,0.4302388681014853,0.7614708089382816,0.0,0.0,0.422283996274403,0.6871634068024588,0.8457510343962158,0.5469594340628527,0.4433735875431988,0.162489955054602,0.1764771350631594,0.2443836928650668,0.1452365576404243,0.8211228709405873,0.8208172162765014,,1.0,0.2556390977443609,0.518800841913647,0.0145337418493204,0.0136858211492689,,0.0035827476918836,0.0240585774058577,0.012735326688815,,0.7936321784451018,1.0,0.9327855098457792,0.9772473945379756,1.0,0.4927096680725389,0.3493272779705516,1.0,1.0
PDO-BE+NL-02172,0.04505734202172951,0.02897995707928626,0.30933951485463423,0.3975000401714281,,,,0.0,0.0,0.38209927596578214,0.694868368843095,0.5829316698395519,0.45619807276883273,0.0037632678485368374,0.29981110942255845,0.11972532218416455,0.21557379782486183,0.285226448708353,0.9355921017836283,0.9157584877467735,,0.0,0.06766917293233078,0.0804368849195062,0.07010477149529705,0.05747890327965128,0.04192557071457515,0.011362070477407364,0.06047926968429058,0.11884627000906073,0.04770540046130593,0.5494350168574015,0.9517045454545454,0.642343441189666,0.42870920010552144,0.3485088099171614,0.6914471878837424,0.5129569112539404,0.6370511668852499,0.6173466759182479
PDO-BE-A0009,0.11482256593897062,0.06519926251192618,0.35738639312221815,0.2798350452208382,,,,0.6237283980879976,0.6157074358421074,0.34057298320666657,0.7645735992341637,0.6379176604526017,0.5060803668448118,0.004806559993221387,0.22154486297768475,0.14839335634146497,0.2387897983425818,0.26669548702642387,0.7900431824652112,0.5968439397148727,,0.0,0.25563909774436094,0.32646908242789696,0.027530219247703623,0.029026892367310823,0.03608122335302061,0.006214412284655958,0.012634301213178812,0.004374029616521067,0.03785154996328971,0.9823620924024874,0.7492462311557793,0.5289782912319023,0.5336751889630064,0.5150463919373804,0.10497526489164262,0.0631081449247388,0.3208467720100191,0.284472803113252
PDO-BE-A0011,0.09989791015756083,0.056693046112866394,0.3484701803305007,0.2658556777853212,,,,0.4775646993111127,0.47147244172740227,0.3393668641441433,0.764389223042031,0.6378971110052373,0.5059937244347495,0.004810252706670079,0.22224141648323462,0.1484828043307772,0.23910821422384576,0.2672024404747103,0.7904184246218411,0.5977009693896795,,0.0,0.04511278195488721,0.2547357642641789,0.02789926710600721,0.029464649558362765,0.03640345156131251,0.006304257957833756,0.013105656520489258,0.0040873086319561745,0.03838365624144305,0.9829180246181779,0.7333969465648856,0.539750067630835,0.5417871618083168,0.4485826298863679,0.10596524123806038,0.06417100704364286,0.3537858401207709,0.3026844157710107
PDO-BE-A0012,0.09990532462903169,0.05669997075341203,0.3484686108478434,0.26584286087966313,,,,0.4775646993111127,0.47147244172740227,0.3393668641441433,0.764389223042031,0.6378971110052373,0.5059937244347495,0.004810252706670079,0.22224141648323462,0.1484828043307772,0.23910821422384576,0.2672024404747103,0.7904184246218411,0.5977009693896795,,0.0,0.022556390977443604,0.2547357642641789,0.02789926710600721,0.029464649558362765,0.03640345156131251,0.006304257957833756,0.013105656520489258,0.0040873086319561745,0.03838365624144305,0.9829180246181779,0.7333969465648856,0.539750067630835,0.5417871618083168,0.4485826298863679,0.10596524123806038,0.06417100704364286,0.3537858401207709,0.3026844157710107
